plant,stem_length_m,internode_id,internode_len_m
0201,2.117,8,0.35
0202,1.9978,1,0.0973
0202,1.9978,2,0.0789
0202,1.9978,3,0.1002
0202,1.9978,4,0.1371
0202,1.9978,5,0.1486
0202,1.9978,6,0.1732
0202,1.9978,7,0.2
0202,1.9978,8,0.1279
0202,1.9978,9,0.2017
0202,1.9978,10,0.1324
0203,2.2315,1,0.1304
0203,2.2315,2,0.1096
0203,2.2315,3,0.1624
0203,2.2315,4,0.1142
0203,2.2315,5,0.1563
0203,2.2315,6,0.1308
0203,2.2315,7,0.1456
0203,2.2315,8,0.2343
0203,2.2315,9,0.0965
0203,2.2315,10,0.2071
0203,2.2315,11,0.1022
0204,2.2627,1,0.1598
0204,2.2627,2,0.1358
0204,2.2627,3,0.1247
0204,2.2627,4,0.1439
0204,2.2627,5,0.2632
0204,2.2627,6,0.1204
0204,2.2627,7,0.2449
0204,2.2627,8,0.0725
0204,2.2627,9,0.172
0204,2.2627,10,0.0937
0205,1.9891,1,0.1406
0205,1.9891,2,0.132
0205,1.9891,3,0.2179
0205,1.9891,4,0.21
0205,1.9891,5,0.1946
0205,1.9891,6,0.192
0205,1.9891,7,0.2459
0206,1.8848,1,0.0544
0206,1.8848,2,0.1446
0206,1.8848,3,0.1102
0206,1.8848,4,0.0878
0206,1.8848,5,0.3898
0206,1.8848,6,0.1735
0206,1.8848,7,0.1461
0207,1.5629,1,0.1092
0207,1.5629,2,0.1099
0207,1.5629,3,0.1169
0207,1.5629,4,0.0818
0207,1.5629,5,0.1796
0207,1.5629,6,0.0736
0207,1.5629,7,0.2024
0207,1.5629,8,0.0246
0207,1.5629,9,0.1802
0208,1.9892,1,0.1096
0208,1.9892,2,0.0959
0208,1.9892,3,0.2372
0208,1.9892,4,0.135
0208,1.9892,5,0.1696
0208,1.9892,6,0.205
0208,1.9892,7,0.1124
0208,1.9892,8,0.2056
0208,1.9892,9,0.1398
0208,1.9892,10,0.1003
0209,1.9113,1,0.1254
0209,1.9113,2,0.1478
0209,1.9113,3,0.1179
0209,1.9113,4,0.2001
0209,1.9113,5,0.1363
0209,1.9113,6,0.1927
0209,1.9113,7,0.1948
0209,1.9113,8,0.0518
0209,1.9113,9,0.1715
0210,1.7621,1,0.116
0210,1.7621,2,0.12
0210,1.7621,3,0.148
0210,1.7621,4,0.1467
0210,1.7621,5,0.0818
0210,1.7621,6,0.1723
0210,1.7621,7,0.0986
0210,1.7621,8,0.2427
0210,1.7621,9,0.0784
0211,2.2885,1,0.1622
0211,2.2885,2,0.0827
0211,2.2885,3,0.1769
0211,2.2885,4,0.1153
0211,2.2885,5,0.1466
0211,2.2885,6,0.2493
0211,2.2885,7,0.15
0211,2.2885,8,0.136
0211,2.2885,9,0.1201
0211,2.2885,10,0.1297
0211,2.2885,11,0.2062
0211,2.2885,12,0.1005
0212,2.1888,1,0.0991
0212,2.1888,2,0.1375
0212,2.1888,3,0.1911
0212,2.1888,4,0.097
0212,2.1888,5,0.1422
0212,2.1888,6,0.0913
0212,2.1888,7,0.1195
0212,2.1888,8,0.1402
0212,2.1888,9,0.1218
0212,2.1888,10,0.1148
0212,2.1888,11,0.1344
0212,2.1888,12,0.1032
0212,2.1888,13,0.1697
0213,2.2404,1,0.2002
0213,2.2404,2,0.1325
0213,2.2404,3,0.2056
0213,2.2404,4,0.2558
0213,2.2404,5,0.1572
0213,2.2404,6,0.2387
0213,2.2404,7,0.1783
0213,2.2404,8,0.0909
0214,2.4021,1,0.1217
0214,2.4021,2,0.2344
0214,2.4021,3,0.1289
0214,2.4021,4,0.1942
0214,2.4021,5,0.0745
0214,2.4021,6,0.0902
0214,2.4021,7,0.1609
0214,2.4021,8,0.2273
0214,2.4021,9,0.1098
0214,2.4021,10,0.2011
0214,2.4021,11,0.4026
0215,2.0896,1,0.0549
0215,2.0896,2,0.1003
0215,2.0896,3,0.1223
0215,2.0896,4,0.1303
0215,2.0896,5,0.0893
0215,2.0896,6,0.1086
0215,2.0896,7,0.1745
0215,2.0896,8,0.1566
0215,2.0896,9,0.0598
0215,2.0896,10,0.1318
0215,2.0896,11,0.0829
0215,2.0896,12,0.1179
0215,2.0896,13,0.1127
0215,2.0896,14,0.0841
0215,2.0896,15,0.079
0216,2.5009,1,0.1714
0216,2.5009,2,0.1036
0216,2.5009,3,0.3216
0216,2.5009,4,0.1325
0216,2.5009,5,0.3
0216,2.5009,6,0.1317
0216,2.5009,7,0.1487
0216,2.5009,8,0.1336
0216,2.5009,9,0.1375
0216,2.5009,10,0.1364
0216,2.5009,11,0.0999
0217,2.2282,1,0.1211
0217,2.2282,2,0.1472
0217,2.2282,3,0.1229
0217,2.2282,4,0.0893
0217,2.2282,5,0.2204
0217,2.2282,6,0.0782
0217,2.2282,7,0.2731
0217,2.2282,8,0.1377
0217,2.2282,9,0.1319
0217,2.2282,10,0.078
0217,2.2282,11,0.2128
0217,2.2282,12,0.1529
0218,2.2025,1,0.1424
0218,2.2025,2,0.1327
0218,2.2025,3,0.1788
0218,2.2025,4,0.1171
0218,2.2025,5,0.2932
0218,2.2025,6,0.1428
0218,2.2025,7,0.2459
0218,2.2025,8,0.1108
0218,2.2025,9,0.1488
0219,2.0939,1,0.1329
0219,2.0939,2,0.1272
0219,2.0939,3,0.1539
0219,2.0939,4,0.2057
0219,2.0939,5,0.1668
0219,2.0939,6,0.2058
0219,2.0939,7,0.1741
0219,2.0939,8,0.1776
0219,2.0939,9,0.1895
0219,2.0939,10,0.1098
0220,2.1091,1,0.1067
0220,2.1091,2,0.1561
0220,2.1091,3,0.167
0220,2.1091,4,0.2037
0220,2.1091,5,0.1384
0220,2.1091,6,0.2167
0220,2.1091,7,0.1736
0220,2.1091,8,0.1412
0220,2.1091,9,0.2055
0220,2.1091,10,0.0601
0221,2.6595,1,0.1164
0221,2.6595,2,0.1189
0221,2.6595,3,0.1253
0221,2.6595,4,0.1648
0221,2.6595,5,0.168
0221,2.6595,6,0.132
0221,2.6595,7,0.1914
0221,2.6595,8,0.1502
0221,2.6595,9,0.1
0221,2.6595,10,0.1758
0221,2.6595,11,0.1211
0221,2.6595,12,0.2238
0221,2.6595,13,0.1038
0222,1.9389,1,0.1609
0222,1.9389,2,0.129
0222,1.9389,3,0.1455
0222,1.9389,4,0.1976
0222,1.9389,5,0.1435
0222,1.9389,6,0.1485
0222,1.9389,7,0.1246
0222,1.9389,8,0.0856
0222,1.9389,9,0.1094
0222,1.9389,10,0.0783
0223,1.9583,1,0.0697
0223,1.9583,2,0.0886
0223,1.9583,3,0.1085
0223,1.9583,4,0.1981
0223,1.9583,5,0.079
0223,1.9583,6,0.2478
0223,1.9583,7,0.12
0223,1.9583,8,0.2025
0223,1.9583,9,0.0942
0223,1.9583,10,0.2583
0224,1.9412,1,0.0521
0224,1.9412,2,0.2062
0224,1.9412,3,0.1044
0224,1.9412,4,0.1269
0224,1.9412,5,0.1424
0224,1.9412,6,0.1073
0224,1.9412,7,0.0231
0224,1.9412,8,0.101
0224,1.9412,9,0.1263
0224,1.9412,10,0.1941
0224,1.9412,11,0.047
0224,1.9412,12,0.1069
0224,1.9412,13,0.1794
0224,1.9412,14,0.0274
0225,1.8422,1,0.0714
0225,1.8422,2,0.1087
0225,1.8422,3,0.1107
0225,1.8422,4,0.0992
0225,1.8422,5,0.2235
0225,1.8422,6,0.1294
0225,1.8422,7,0.2067
0225,1.8422,8,0.1888
0225,1.8422,9,0.3257
0226,2.3294,1,0.1095
0226,2.3294,2,0.0586
0226,2.3294,3,0.1285
0226,2.3294,4,0.0927
0226,2.3294,5,0.1698
0226,2.3294,6,0.1497
0226,2.3294,7,0.2027
0226,2.3294,8,0.0393
0226,2.3294,9,0.4537
0226,2.3294,10,0.219
0227,2.3533,1,0.157
0227,2.3533,2,0.1937
0227,2.3533,3,0.1316
0227,2.3533,4,0.1211
0227,2.3533,5,0.08
0227,2.3533,6,0.267
0227,2.3533,7,0.3038
0227,2.3533,8,0.16
0228,1.8372,1,0.123
0228,1.8372,2,0.1162
0228,1.8372,3,0.1212
0228,1.8372,4,0.1006
0228,1.8372,5,0.1254
0228,1.8372,6,0.1777
0228,1.8372,7,0.1096
0228,1.8372,8,0.0793
0228,1.8372,9,0.0922
0228,1.8372,10,0.0822
0228,1.8372,11,0.1232
0229,2.8438,1,0.1622
0229,2.8438,2,0.1529
0229,2.8438,3,0.1054
0229,2.8438,4,0.0775
0229,2.8438,5,0.1099
0229,2.8438,6,0.2464
0229,2.8438,7,0.1183
0229,2.8438,8,0.0602
0229,2.8438,9,0.1888
0229,2.8438,10,0.0876
0229,2.8438,11,0.2186
0229,2.8438,12,0.1332
0229,2.8438,13,0.0846
0230,2.9239,1,0.1453
0230,2.9239,2,0.116
0230,2.9239,3,0.2612
0230,2.9239,4,0.0715
0230,2.9239,5,0.477
0230,2.9239,6,0.2877
0230,2.9239,7,0.1429
0230,2.9239,8,0.1056
0230,2.9239,9,0.2379
0230,2.9239,10,0.2662
0230,2.9239,11,0.0705
0231,3.2236,1,0.1151
0231,3.2236,2,0.2026
0231,3.2236,3,0.1249
0231,3.2236,4,0.1253
0231,3.2236,5,0.1779
0231,3.2236,6,0.1482
0231,3.2236,7,0.1608
0231,3.2236,8,0.5368
0231,3.2236,9,0.3911
0231,3.2236,10,0.4132
0231,3.2236,11,0.1159
0231,3.2236,12,0.0648
0231,3.2236,13,0.3731
0232,3.26,1,0.0807
0232,3.26,2,0.3683
0232,3.26,3,0.127
0232,3.26,4,0.2558
0232,3.26,5,0.1082
0232,3.26,6,0.1214
0232,3.26,7,0.1016
0232,3.26,8,0.109
0232,3.26,9,0.1051
0232,3.26,10,0.0999
0232,3.26,11,0.1233
0232,3.26,12,0.1613
0232,3.26,13,0.1464
0232,3.26,14,0.1448
0233,2.3501,1,0.096
0233,2.3501,2,0.1365
0233,2.3501,3,0.2235
0233,2.3501,4,0.0845
0233,2.3501,5,0.3474
0233,2.3501,6,0.1027
0233,2.3501,7,0.2325
0234,2.328,1,0.1635
0234,2.328,2,0.2096
0234,2.328,3,0.1219
0234,2.328,4,0.2577
0234,2.328,5,0.1874
0234,2.328,6,0.0834
0234,2.328,7,0.1861
0234,2.328,8,0.268
0235,3.3787,1,0.0914
0235,3.3787,2,0.4985
0235,3.3787,3,0.2394
0235,3.3787,4,0.1181
0235,3.3787,5,0.4461
0235,3.3787,6,0.1993
0235,3.3787,7,0.2595
0235,3.3787,8,0.1638
0235,3.3787,9,0.1753
0235,3.3787,10,0.1621
0235,3.3787,11,0.1208
0235,3.3787,12,0.1413
0235,3.3787,13,0.069
0236,2.3391,1,0.1159
0236,2.3391,2,0.1318
0236,2.3391,3,0.1698
0236,2.3391,4,0.0918
0236,2.3391,5,0.1649
0236,2.3391,6,0.1281
0236,2.3391,7,0.1969
0236,2.3391,8,0.115
0236,2.3391,9,0.1056
0237,1.9196,1,0.1562
0237,1.9196,2,0.1915
0237,1.9196,3,0.0924
0237,1.9196,4,0.0992
0237,1.9196,5,0.2323
0237,1.9196,6,0.1053
0237,1.9196,7,0.1715
0237,1.9196,8,0.0599
0237,1.9196,9,0.1412
0237,1.9196,10,0.301
0238,2.0635,1,0.1274
0238,2.0635,2,0.1272
0238,2.0635,3,0.1558
0238,2.0635,4,0.1302
0238,2.0635,5,0.1198
0238,2.0635,6,0.1045
0238,2.0635,7,0.1329
0238,2.0635,8,0.0731
0238,2.0635,9,0.2799
0239,1.9823,1,0.1149
0239,1.9823,2,0.1537
0239,1.9823,3,0.1057
0239,1.9823,4,0.1291
0239,1.9823,5,0.1417
0239,1.9823,6,0.1309
0239,1.9823,7,0.0954
0239,1.9823,8,0.1657
0239,1.9823,9,0.0775
0239,1.9823,10,0.069
0240,2.2638,1,0.1538
0240,2.2638,2,0.1806
0240,2.2638,3,0.1382
0240,2.2638,4,0.1372
0240,2.2638,5,0.121
0240,2.2638,6,0.1211
0240,2.2638,7,0.1691
0240,2.2638,8,0.1394
0240,2.2638,9,0.1191
0240,2.2638,10,0.1046
0240,2.2638,11,0.1561
0241,2.549,1,0.0731
0241,2.549,2,0.2472
0241,2.549,3,0.1996
0241,2.549,4,0.1602
0241,2.549,5,0.1274
0241,2.549,6,0.228
0241,2.549,7,0.1488
0241,2.549,8,0.1604
0241,2.549,9,0.1603
0241,2.549,10,0.12
0242,2.3259,1,0.187
0242,2.3259,2,0.2258
0242,2.3259,3,0.185
0242,2.3259,4,0.2094
0242,2.3259,5,0.213
0242,2.3259,6,0.0972
0242,2.3259,7,0.1649
0243,2.0132,1,0.0617
0243,2.0132,2,0.1092
0243,2.0132,3,0.1061
0243,2.0132,4,0.1398
0243,2.0132,5,0.1187
0243,2.0132,6,0.1441
0243,2.0132,7,0.1536
0243,2.0132,8,0.1367
0243,2.0132,9,0.1402
0243,2.0132,10,0.1796
0244,1.6711,1,0.0578
0244,1.6711,2,0.1216
0244,1.6711,3,0.1228
0244,1.6711,4,0.1321
0244,1.6711,5,0.0968
0244,1.6711,6,0.1546
0244,1.6711,7,0.1189
0244,1.6711,8,0.134
0245,2.1727,1,0.104
0245,2.1727,2,0.1532
0245,2.1727,3,0.1344
0245,2.1727,4,0.1368
0245,2.1727,5,0.1341
0245,2.1727,6,0.2098
0245,2.1727,7,0.1673
0245,2.1727,8,0.1295
0245,2.1727,9,0.1581
0246,2.0912,1,0.1113
0246,2.0912,2,0.136
0246,2.0912,3,0.1391
0246,2.0912,4,0.1613
0246,2.0912,5,0.1984
0246,2.0912,6,0.1279
0246,2.0912,7,0.1942
0246,2.0912,8,0.1547
0246,2.0912,9,0.1131
0246,2.0912,10,0.2414
0246,2.0912,11,0.0348
0247,2.3236,1,0.1505
0247,2.3236,2,0.1803
0247,2.3236,3,0.2111
0247,2.3236,4,0.1791
0247,2.3236,5,0.1545
0247,2.3236,6,0.1746
0247,2.3236,7,0.1346
0247,2.3236,8,0.0776
0247,2.3236,9,0.1589
0247,2.3236,10,0.1312
0247,2.3236,11,0.1224
0248,2.5224,1,0.1778
0248,2.5224,2,0.1911
0248,2.5224,3,0.2064
0248,2.5224,4,0.1892
0248,2.5224,5,0.2171
0248,2.5224,6,0.1377
0248,2.5224,7,0.194
0248,2.5224,8,0.1511
0248,2.5224,9,0.143
0249,2.275,1,0.1927
0249,2.275,2,0.1465
0249,2.275,3,0.1247
0249,2.275,4,0.135
0249,2.275,5,0.1454
0249,2.275,6,0.2024
0249,2.275,7,0.1642
0249,2.275,8,0.1664
0249,2.275,9,0.1997
0249,2.275,10,0.099
0250,1.8659,1,0.1611
0250,1.8659,2,0.1342
0250,1.8659,3,0.1681
0250,1.8659,4,0.1315
0250,1.8659,5,0.18
0250,1.8659,6,0.1519
0250,1.8659,7,0.145
0250,1.8659,8,0.1757
0250,1.8659,9,0.1193
0251,2.0126,1,0.1251
0251,2.0126,2,0.1442
0251,2.0126,3,0.2393
0251,2.0126,4,0.1091
0251,2.0126,5,0.1072
0251,2.0126,6,0.237
0251,2.0126,7,0.1566
0251,2.0126,8,0.1173
0251,2.0126,9,0.178
0251,2.0126,10,0.1112
0252,2.0199,1,0.1012
0252,2.0199,2,0.1212
0252,2.0199,3,0.1639
0252,2.0199,4,0.1028
0252,2.0199,5,0.1986
0252,2.0199,6,0.1611
0252,2.0199,7,0.1748
0252,2.0199,8,0.1442
0252,2.0199,9,0.1617
0252,2.0199,10,0.1481
0253,1.9675,1,0.0925
0253,1.9675,2,0.1695
0253,1.9675,3,0.1826
0253,1.9675,4,0.1931
0253,1.9675,5,0.1861
0253,1.9675,6,0.1624
0253,1.9675,7,0.1786
0253,1.9675,8,0.1191
0254,1.9472,1,0.1036
0254,1.9472,2,0.1373
0254,1.9472,3,0.1552
0254,1.9472,4,0.1746
0254,1.9472,5,0.1958
0254,1.9472,6,0.1246
0254,1.9472,7,0.1642
0254,1.9472,8,0.1187
0254,1.9472,9,0.1954
0254,1.9472,10,0.0705
0255,1.6544,1,0.0756
0255,1.6544,2,0.1077
0255,1.6544,3,0.1105
0255,1.6544,4,0.1078
0255,1.6544,5,0.1756
0255,1.6544,6,0.128
0255,1.6544,7,0.1136
0255,1.6544,8,0.1395
0255,1.6544,9,0.4324
0256,1.6882,1,0.0979
0256,1.6882,2,0.1217
0256,1.6882,3,0.1236
0256,1.6882,4,0.1245
0256,1.6882,5,0.1203
0256,1.6882,6,0.1657
0256,1.6882,7,0.0995
0256,1.6882,8,0.1376
0256,1.6882,9,0.0566
0257,2.036,1,0.1181
0257,2.036,2,0.1098
0257,2.036,3,0.2337
0257,2.036,4,0.1247
0257,2.036,5,0.2566
0257,2.036,6,0.1366
0257,2.036,7,0.1139
0257,2.036,8,0.1063
0257,2.036,9,0.1359
0257,2.036,10,0.1041
0257,2.036,11,0.1189
0258,2.1016,1,0.1144
0258,2.1016,2,0.1488
0258,2.1016,3,0.148
0258,2.1016,4,0.1458
0258,2.1016,5,0.1665
0258,2.1016,6,0.1857
0258,2.1016,7,0.1436
0258,2.1016,8,0.171
0258,2.1016,9,0.1197
0258,2.1016,10,0.1108
0258,2.1016,11,0.1234
0259,2.6176,1,0.36
0259,2.6176,2,0.2473
0259,2.6176,3,0.1222
0259,2.6176,4,0.3001
0259,2.6176,5,0.1881
0259,2.6176,6,0.1824
0259,2.6176,7,0.106
0259,2.6176,8,0.39
0259,2.6176,9,0.11
0259,2.6176,10,0.1515
0260,2.0441,1,0.0975
0260,2.0441,2,0.124
0260,2.0441,3,0.1079
0260,2.0441,4,0.1699
0260,2.0441,5,0.1505
0260,2.0441,6,0.1619
0260,2.0441,7,0.1498
0260,2.0441,8,0.1493
0260,2.0441,9,0.1753
0260,2.0441,10,0.1372
0261,1.9827,1,0.1347
0261,1.9827,2,0.1377
0261,1.9827,3,0.1445
0261,1.9827,4,0.1242
0261,1.9827,5,0.1859
0261,1.9827,6,0.1908
0261,1.9827,7,0.1673
0261,1.9827,8,0.1585
0261,1.9827,9,0.1283
0262,2.1721,1,0.1712
0262,2.1721,2,0.1678
0262,2.1721,3,0.1898
0262,2.1721,4,0.1849
0262,2.1721,5,0.1689
0262,2.1721,6,0.1016
0262,2.1721,7,0.3823
0262,2.1721,8,0.0897
0263,2.4863,1,0.1669
0263,2.4863,2,0.1648
0263,2.4863,3,0.1666
0263,2.4863,4,0.2452
0263,2.4863,5,0.2283
0263,2.4863,6,0.2037
0263,2.4863,7,0.1682
0263,2.4863,8,0.1104
0264,1.1115,1,0.087
0264,1.1115,2,0.1154
0264,1.1115,3,0.1342
0264,1.1115,4,0.1139
0264,1.1115,5,0.0899
0264,1.1115,6,0.1786
0264,1.1115,7,0.093
0265,1.5101,1,0.0724
0265,1.5101,2,0.1404
0265,1.5101,3,0.171
0265,1.5101,4,0.1553
0265,1.5101,5,0.155
0265,1.5101,6,0.1446
0265,1.5101,7,0.1246
0265,1.5101,8,0.148
0265,1.5101,9,0.1278
0266,1.7264,1,0.0584
0266,1.7264,2,0.1217
0266,1.7264,3,0.1656
0266,1.7264,4,0.1745
0266,1.7264,5,0.1589
0266,1.7264,6,0.1956
0266,1.7264,7,0.1119
0266,1.7264,8,0.4523
0267,1.703,1,0.0938
0267,1.703,2,0.1723
0267,1.703,3,0.155
0267,1.703,4,0.184
0267,1.703,5,0.096
0267,1.703,6,0.1973
0267,1.703,7,0.1097
0268,1.1845,1,0.1279
0268,1.1845,2,0.1471
0268,1.1845,3,0.1817
0268,1.1845,4,0.1243
0268,1.1845,5,0.1821
0268,1.1845,6,0.0311
0268,1.1845,7,0.083
0269,1.1683,1,0.0718
0269,1.1683,2,0.0777
0269,1.1683,3,0.0844
0269,1.1683,4,0.1508
0269,1.1683,5,0.106
0269,1.1683,6,0.0976
0269,1.1683,7,0.1246
0269,1.1683,8,0.0292
0270,1.697,1,0.1092
0270,1.697,2,0.1686
0270,1.697,3,0.1354
0270,1.697,4,0.1689
0270,1.697,5,0.1288
0270,1.697,6,0.1812
0270,1.697,7,0.1472
0270,1.697,8,0.1257
0270,1.697,9,0.1058
0271,1.6743,1,0.1441
0271,1.6743,2,0.1335
0271,1.6743,3,0.1472
0271,1.6743,4,0.1483
0271,1.6743,5,0.2081
0271,1.6743,6,0.1165
0271,1.6743,7,0.1217
0271,1.6743,8,0.0817
0271,1.6743,9,0.0676
0272,1.5467,1,0.1013
0272,1.5467,2,0.1158
0272,1.5467,3,0.1704
0272,1.5467,4,0.1134
0272,1.5467,5,0.1856
0272,1.5467,6,0.1244
0273,1.5518,1,0.1079
0273,1.5518,2,0.1187
0273,1.5518,3,0.1202
0273,1.5518,4,0.1115
0273,1.5518,5,0.1452
0273,1.5518,6,0.1511
0273,1.5518,7,0.1519
0273,1.5518,8,0.1551
0274,1.2425,1,0.0848
0274,1.2425,2,0.1531
0274,1.2425,3,0.1092
0274,1.2425,4,0.1452
0274,1.2425,5,0.1284
0274,1.2425,6,0.1235
0274,1.2425,7,0.1185
0275,1.6177,1,0.0658
0275,1.6177,2,0.1091
0275,1.6177,3,0.1224
0275,1.6177,4,0.1427
0275,1.6177,5,0.1536
0275,1.6177,6,0.1712
0275,1.6177,7,0.1145
0275,1.6177,8,0.1263
0276,1.5192,1,0.105
0276,1.5192,2,0.1302
0276,1.5192,3,0.1695
0276,1.5192,4,0.1637
0276,1.5192,5,0.1664
0276,1.5192,6,0.1405
0276,1.5192,7,0.2114
0277,1.6359,1,0.1552
0277,1.6359,2,0.2137
0277,1.6359,3,0.1247
0277,1.6359,4,0.1745
0277,1.6359,5,0.1358
0277,1.6359,6,0.1319
0277,1.6359,7,0.0886
0278,1.5792,1,0.1159
0278,1.5792,2,0.1254
0278,1.5792,3,0.136
0278,1.5792,4,0.1707
0278,1.5792,5,0.1321
0278,1.5792,6,0.1336
0278,1.5792,7,0.1892
0278,1.5792,8,0.0837
0279,1.7311,1,0.0415
0279,1.7311,2,0.1373
0279,1.7311,3,0.1479
0279,1.7311,4,0.1276
0279,1.7311,5,0.1837
0279,1.7311,6,0.1796
0279,1.7311,7,0.1444
0279,1.7311,8,0.1693
0279,1.7311,9,0.1542
0280,1.16,1,0.0581
0280,1.16,2,0.078
0280,1.16,3,0.1235
0280,1.16,4,0.0805
0280,1.16,5,0.1594
0280,1.16,6,0.1238
0280,1.16,7,0.0405
0280,1.16,8,0.1303
0281,1.1906,1,0.0591
0281,1.1906,2,0.1593
0281,1.1906,3,0.0791
0281,1.1906,4,0.1488
0281,1.1906,5,0.118
0281,1.1906,6,0.0843
0281,1.1906,7,0.09
0281,1.1906,8,0.0751
0282,1.6836,1,0.1206
0282,1.6836,2,0.1882
0282,1.6836,3,0.2102
0282,1.6836,4,0.2063
0282,1.6836,5,0.0818
0282,1.6836,6,0.149
0282,1.6836,7,0.1447
0282,1.6836,8,0.1142
0283,1.815,1,0.1261
0283,1.815,2,0.1224
0283,1.815,3,0.1301
0283,1.815,4,0.1242
0283,1.815,5,0.1335
0283,1.815,6,0.1273
0283,1.815,7,0.1411
0283,1.815,8,0.0926
0283,1.815,9,0.1232
0283,1.815,10,0.1352
0284,1.4119,1,0.0856
0284,1.4119,2,0.1087
0284,1.4119,3,0.1123
0284,1.4119,4,0.1247
0284,1.4119,5,0.1016
0284,1.4119,6,0.1884
0284,1.4119,7,0.1236
0284,1.4119,8,0.1594
0285,1.6274,1,0.1512
0285,1.6274,2,0.09
0285,1.6274,3,0.257
0285,1.6274,4,0.1577
0285,1.6274,5,0.1512
0285,1.6274,6,0.1927
0285,1.6274,7,0.1043
0285,1.6274,8,0.0744
0286,1.3608,1,0.1006
0286,1.3608,2,0.1117
0286,1.3608,3,0.1152
0286,1.3608,4,0.0773
0286,1.3608,5,0.2795
0287,1.9603,1,0.1088
0287,1.9603,2,0.1974
0287,1.9603,3,0.2724
0287,1.9603,4,0.1264
0287,1.9603,5,0.1317
0287,1.9603,6,0.1165
0287,1.9603,7,0.158
0287,1.9603,8,0.1738
0288,1.8794,1,0.0762
0288,1.8794,2,0.1664
0288,1.8794,3,0.113
0288,1.8794,4,0.2202
0288,1.8794,5,0.1354
0288,1.8794,6,0.2674
0288,1.8794,7,0.1513
0288,1.8794,8,0.1355
0288,1.8794,9,0.1497
0289,1.6121,1,0.1093
0289,1.6121,2,0.099
0289,1.6121,3,0.1584
0289,1.6121,4,0.0982
0289,1.6121,5,0.1747
0289,1.6121,6,0.2048
0289,1.6121,7,0.1
0289,1.6121,8,0.1467
0290,1.8101,1,0.1059
0290,1.8101,2,0.1188
0290,1.8101,3,0.119
0290,1.8101,4,0.0859
0290,1.8101,5,0.1557
0290,1.8101,6,0.1391
0290,1.8101,7,0.1148
0290,1.8101,8,0.0867
0290,1.8101,9,0.1617
0290,1.8101,10,0.0949
0290,1.8101,11,0.1648
0291,1.7691,1,0.0764
0291,1.7691,2,0.1382
0291,1.7691,3,0.0812
0291,1.7691,4,0.1527
0291,1.7691,5,0.1017
0291,1.7691,6,0.1838
0291,1.7691,7,0.1124
0291,1.7691,8,0.137
0291,1.7691,9,0.107
0291,1.7691,10,0.0756
0291,1.7691,11,0.1024
0291,1.7691,12,0.1065
0292,1.4315,1,0.095
0292,1.4315,2,0.099
0292,1.4315,3,0.1372
0292,1.4315,4,0.1395
0292,1.4315,5,0.1335
0292,1.4315,6,0.1008
0292,1.4315,7,0.0913
0292,1.4315,8,0.0851
0293,1.6273,1,0.1211
0293,1.6273,2,0.1047
0293,1.6273,3,0.1601
0293,1.6273,4,0.0948
0293,1.6273,5,0.1369
0293,1.6273,6,0.1562
0293,1.6273,7,0.1627
0293,1.6273,8,0.1251
0293,1.6273,9,0.116
0293,1.6273,10,0.2078
0294,2.0827,1,0.0771
0294,2.0827,2,0.2185
0294,2.0827,3,0.1367
0294,2.0827,4,0.1794
0294,2.0827,5,0.1871
0294,2.0827,6,0.1576
0294,2.0827,7,0.11
0294,2.0827,8,0.0995
0294,2.0827,9,0.1961
0294,2.0827,10,0.0844
0295,1.4416,1,0.0682
0295,1.4416,2,0.1327
0295,1.4416,3,0.1234
0295,1.4416,4,0.3153
0295,1.4416,5,0.0621
0295,1.4416,6,0.1569
0295,1.4416,7,0.0985
0296,1.468,1,0.0758
0296,1.468,2,0.0896
0296,1.468,3,0.1224
0296,1.468,4,0.0457
0296,1.468,5,0.131
0296,1.468,6,0.1075
0296,1.468,7,0.1845
0296,1.468,8,0.0517
0296,1.468,9,0.2029
0296,1.468,10,0.1219
0297,2.1085,1,0.0984
0297,2.1085,2,0.0966
0297,2.1085,3,0.1675
0297,2.1085,4,0.1388
0297,2.1085,5,0.1666
0297,2.1085,6,0.1286
0297,2.1085,7,0.1536
0297,2.1085,8,0.2409
0297,2.1085,9,0.1416
0297,2.1085,10,0.6027
0298,1.7523,1,0.1918
0298,1.7523,2,0.0982
0298,1.7523,3,0.1615
0298,1.7523,4,0.0754
0298,1.7523,5,0.1673
0298,1.7523,6,0.1573
0298,1.7523,7,0.1384
0298,1.7523,8,0.1546
0298,1.7523,9,0.0412
0298,1.7523,10,0.2466
0299,1.4575,1,0.1101
0299,1.4575,2,0.1819
0299,1.4575,3,0.1635
0299,1.4575,4,0.1402
0299,1.4575,5,0.1886
0299,1.4575,6,0.0867
0299,1.4575,7,0.1189
0300,2.2262,1,0.1089
0300,2.2262,2,0.1312
0300,2.2262,3,0.1234
0300,2.2262,4,0.1636
0300,2.2262,5,0.0805
0300,2.2262,6,0.1811
0300,2.2262,7,0.097
0300,2.2262,8,0.2153
0300,2.2262,9,0.149
0300,2.2262,10,0.0859
0301,1.4721,1,0.0847
0301,1.4721,2,0.1487
0301,1.4721,3,0.1854
0301,1.4721,4,0.0957
0301,1.4721,5,0.0867
0301,1.4721,6,0.1171
0301,1.4721,7,0.1463
0301,1.4721,8,0.0171
0301,1.4721,9,0.0273
0302,1.9347,1,0.0937
0302,1.9347,2,0.0984
0302,1.9347,3,0.1058
